icd10_code,icd10_definition,icd10_codes_L1,is_sci
S24159S,"other incomplete lesion at unspecified level of thoracic spinal cord, sequela",S241,1
S242XXA,"injury of nerve root of thoracic spine, initial encounter",S242,1
S242XXD,"injury of nerve root of thoracic spine, subsequent encounter",S242,1
S242XXS,"injury of nerve root of thoracic spine, sequela",S242,1
S32000A,"wedge compression fracture of unspecified lumbar vertebra, initial encounter for closed fracture",S320,0
S32000B,"wedge compression fracture of unspecified lumbar vertebra, initial encounter for open fracture",S320,0
S32000D,"wedge compression fracture of unspecified lumbar vertebra, subsequent encounter for fracture with routine healing",S320,0
S32000G,"wedge compression fracture of unspecified lumbar vertebra, subsequent encounter for fracture with delayed healing",S320,0
S32000K,"wedge compression fracture of unspecified lumbar vertebra, subsequent encounter for fracture with nonunion",S320,0
S32000S,"wedge compression fracture of unspecified lumbar vertebra, sequela",S320,0
S32001A,"stable burst fracture of unspecified lumbar vertebra, initial encounter for closed fracture",S320,0
S32001B,"stable burst fracture of unspecified lumbar vertebra, initial encounter for open fracture",S320,0
S32001D,"stable burst fracture of unspecified lumbar vertebra, subsequent encounter for fracture with routine healing",S320,0
S32001G,"stable burst fracture of unspecified lumbar vertebra, subsequent encounter for fracture with delayed healing",S320,0
S32001K,"stable burst fracture of unspecified lumbar vertebra, subsequent encounter for fracture with nonunion",S320,0
S32001S,"stable burst fracture of unspecified lumbar vertebra, sequela",S320,0
S32002A,"unstable burst fracture of unspecified lumbar vertebra, initial encounter for closed fracture",S320,0
S32002B,"unstable burst fracture of unspecified lumbar vertebra, initial encounter for open fracture",S320,0
S32002D,"unstable burst fracture of unspecified lumbar vertebra, subsequent encounter for fracture with routine healing",S320,0
S32002G,"unstable burst fracture of unspecified lumbar vertebra, subsequent encounter for fracture with delayed healing",S320,0
S32002K,"unstable burst fracture of unspecified lumbar vertebra, subsequent encounter for fracture with nonunion",S320,0
S32002S,"unstable burst fracture of unspecified lumbar vertebra, sequela",S320,0
S32008A,"other fracture of unspecified lumbar vertebra, initial encounter for closed fracture",S320,0
S32008B,"other fracture of unspecified lumbar vertebra, initial encounter for open fracture",S320,0
S32008D,"other fracture of unspecified lumbar vertebra, subsequent encounter for fracture with routine healing",S320,0
S32008G,"other fracture of unspecified lumbar vertebra, subsequent encounter for fracture with delayed healing",S320,0
S32008K,"other fracture of unspecified lumbar vertebra, subsequent encounter for fracture with nonunion",S320,0
S32008S,"other fracture of unspecified lumbar vertebra, sequela",S320,0
S32009A,"unspecified fracture of unspecified lumbar vertebra, initial encounter for closed fracture",S320,0
S32009B,"unspecified fracture of unspecified lumbar vertebra, initial encounter for open fracture",S320,0
S32009D,"unspecified fracture of unspecified lumbar vertebra, subsequent encounter for fracture with routine healing",S320,0
S32009G,"unspecified fracture of unspecified lumbar vertebra, subsequent encounter for fracture with delayed healing",S320,0
S32009K,"unspecified fracture of unspecified lumbar vertebra, subsequent encounter for fracture with nonunion",S320,0
S32009S,"unspecified fracture of unspecified lumbar vertebra, sequela",S320,0
S32010A,"wedge compression fracture of first lumbar vertebra, initial encounter for closed fracture",S320,0
S32010B,"wedge compression fracture of first lumbar vertebra, initial encounter for open fracture",S320,0
S32010D,"wedge compression fracture of first lumbar vertebra, subsequent encounter for fracture with routine healing",S320,0
S32010G,"wedge compression fracture of first lumbar vertebra, subsequent encounter for fracture with delayed healing",S320,0
S32010K,"wedge compression fracture of first lumbar vertebra, subsequent encounter for fracture with nonunion",S320,0
S32010S,"wedge compression fracture of first lumbar vertebra, sequela",S320,0
S32011A,"stable burst fracture of first lumbar vertebra, initial encounter for closed fracture",S320,0
S32011B,"stable burst fracture of first lumbar vertebra, initial encounter for open fracture",S320,0
S32011D,"stable burst fracture of first lumbar vertebra, subsequent encounter for fracture with routine healing",S320,0
S32011G,"stable burst fracture of first lumbar vertebra, subsequent encounter for fracture with delayed healing",S320,0
S32011K,"stable burst fracture of first lumbar vertebra, subsequent encounter for fracture with nonunion",S320,0
S32011S,"stable burst fracture of first lumbar vertebra, sequela",S320,0
S32012A,"unstable burst fracture of first lumbar vertebra, initial encounter for closed fracture",S320,0
S32012B,"unstable burst fracture of first lumbar vertebra, initial encounter for open fracture",S320,0
S32012D,"unstable burst fracture of first lumbar vertebra, subsequent encounter for fracture with routine healing",S320,0
S32012G,"unstable burst fracture of first lumbar vertebra, subsequent encounter for fracture with delayed healing",S320,0
S32012K,"unstable burst fracture of first lumbar vertebra, subsequent encounter for fracture with nonunion",S320,0
S32012S,"unstable burst fracture of first lumbar vertebra, sequela",S320,0
S32018A,"other fracture of first lumbar vertebra, initial encounter for closed fracture",S320,0
S32018B,"other fracture of first lumbar vertebra, initial encounter for open fracture",S320,0
S32018D,"other fracture of first lumbar vertebra, subsequent encounter for fracture with routine healing",S320,0
S32018G,"other fracture of first lumbar vertebra, subsequent encounter for fracture with delayed healing",S320,0
S32018K,"other fracture of first lumbar vertebra, subsequent encounter for fracture with nonunion",S320,0
S32018S,"other fracture of first lumbar vertebra, sequela",S320,0
S32019A,"unspecified fracture of first lumbar vertebra, initial encounter for closed fracture",S320,0
S32019B,"unspecified fracture of first lumbar vertebra, initial encounter for open fracture",S320,0
S32019D,"unspecified fracture of first lumbar vertebra, subsequent encounter for fracture with routine healing",S320,0
S32019G,"unspecified fracture of first lumbar vertebra, subsequent encounter for fracture with delayed healing",S320,0
S32019K,"unspecified fracture of first lumbar vertebra, subsequent encounter for fracture with nonunion",S320,0
S32019S,"unspecified fracture of first lumbar vertebra, sequela",S320,0
S32020A,"wedge compression fracture of second lumbar vertebra, initial encounter for closed fracture",S320,0
S32020B,"wedge compression fracture of second lumbar vertebra, initial encounter for open fracture",S320,0
S32020D,"wedge compression fracture of second lumbar vertebra, subsequent encounter for fracture with routine healing",S320,0
S32020G,"wedge compression fracture of second lumbar vertebra, subsequent encounter for fracture with delayed healing",S320,0
S32020K,"wedge compression fracture of second lumbar vertebra, subsequent encounter for fracture with nonunion",S320,0
S32020S,"wedge compression fracture of second lumbar vertebra, sequela",S320,0
S32021A,"stable burst fracture of second lumbar vertebra, initial encounter for closed fracture",S320,0
S32021B,"stable burst fracture of second lumbar vertebra, initial encounter for open fracture",S320,0
S32021D,"stable burst fracture of second lumbar vertebra, subsequent encounter for fracture with routine healing",S320,0
S32021G,"stable burst fracture of second lumbar vertebra, subsequent encounter for fracture with delayed healing",S320,0
S32021K,"stable burst fracture of second lumbar vertebra, subsequent encounter for fracture with nonunion",S320,0
S32021S,"stable burst fracture of second lumbar vertebra, sequela",S320,0
S32022A,"unstable burst fracture of second lumbar vertebra, initial encounter for closed fracture",S320,0
S32022B,"unstable burst fracture of second lumbar vertebra, initial encounter for open fracture",S320,0
S32022D,"unstable burst fracture of second lumbar vertebra, subsequent encounter for fracture with routine healing",S320,0
S32022G,"unstable burst fracture of second lumbar vertebra, subsequent encounter for fracture with delayed healing",S320,0
S32022K,"unstable burst fracture of second lumbar vertebra, subsequent encounter for fracture with nonunion",S320,0
S32022S,"unstable burst fracture of second lumbar vertebra, sequela",S320,0
S32028A,"other fracture of second lumbar vertebra, initial encounter for closed fracture",S320,0
S32028B,"other fracture of second lumbar vertebra, initial encounter for open fracture",S320,0
S32028D,"other fracture of second lumbar vertebra, subsequent encounter for fracture with routine healing",S320,0
S32028G,"other fracture of second lumbar vertebra, subsequent encounter for fracture with delayed healing",S320,0
S32028K,"other fracture of second lumbar vertebra, subsequent encounter for fracture with nonunion",S320,0
S32028S,"other fracture of second lumbar vertebra, sequela",S320,0
S32029A,"unspecified fracture of second lumbar vertebra, initial encounter for closed fracture",S320,0
S32029B,"unspecified fracture of second lumbar vertebra, initial encounter for open fracture",S320,0
S32029D,"unspecified fracture of second lumbar vertebra, subsequent encounter for fracture with routine healing",S320,0
S32029G,"unspecified fracture of second lumbar vertebra, subsequent encounter for fracture with delayed healing",S320,0
S32029K,"unspecified fracture of second lumbar vertebra, subsequent encounter for fracture with nonunion",S320,0
S32029S,"unspecified fracture of second lumbar vertebra, sequela",S320,0
S32030A,"wedge compression fracture of third lumbar vertebra, initial encounter for closed fracture",S320,0
S32030B,"wedge compression fracture of third lumbar vertebra, initial encounter for open fracture",S320,0
S32030D,"wedge compression fracture of third lumbar vertebra, subsequent encounter for fracture with routine healing",S320,0
S32030G,"wedge compression fracture of third lumbar vertebra, subsequent encounter for fracture with delayed healing",S320,0
S32030K,"wedge compression fracture of third lumbar vertebra, subsequent encounter for fracture with nonunion",S320,0
S32030S,"wedge compression fracture of third lumbar vertebra, sequela",S320,0
S32031A,"stable burst fracture of third lumbar vertebra, initial encounter for closed fracture",S320,0
S32031B,"stable burst fracture of third lumbar vertebra, initial encounter for open fracture",S320,0
S32031D,"stable burst fracture of third lumbar vertebra, subsequent encounter for fracture with routine healing",S320,0
S32031G,"stable burst fracture of third lumbar vertebra, subsequent encounter for fracture with delayed healing",S320,0
S32031K,"stable burst fracture of third lumbar vertebra, subsequent encounter for fracture with nonunion",S320,0
S32031S,"stable burst fracture of third lumbar vertebra, sequela",S320,0
S32032A,"unstable burst fracture of third lumbar vertebra, initial encounter for closed fracture",S320,0
S32032B,"unstable burst fracture of third lumbar vertebra, initial encounter for open fracture",S320,0
S32032D,"unstable burst fracture of third lumbar vertebra, subsequent encounter for fracture with routine healing",S320,0
S32032G,"unstable burst fracture of third lumbar vertebra, subsequent encounter for fracture with delayed healing",S320,0
S32032K,"unstable burst fracture of third lumbar vertebra, subsequent encounter for fracture with nonunion",S320,0
S32032S,"unstable burst fracture of third lumbar vertebra, sequela",S320,0
S32038A,"other fracture of third lumbar vertebra, initial encounter for closed fracture",S320,0
S32038B,"other fracture of third lumbar vertebra, initial encounter for open fracture",S320,0
S32038D,"other fracture of third lumbar vertebra, subsequent encounter for fracture with routine healing",S320,0
S32038G,"other fracture of third lumbar vertebra, subsequent encounter for fracture with delayed healing",S320,0
S32038K,"other fracture of third lumbar vertebra, subsequent encounter for fracture with nonunion",S320,0
S32038S,"other fracture of third lumbar vertebra, sequela",S320,0
S32039A,"unspecified fracture of third lumbar vertebra, initial encounter for closed fracture",S320,0
S32039B,"unspecified fracture of third lumbar vertebra, initial encounter for open fracture",S320,0
S32039D,"unspecified fracture of third lumbar vertebra, subsequent encounter for fracture with routine healing",S320,0
S32039G,"unspecified fracture of third lumbar vertebra, subsequent encounter for fracture with delayed healing",S320,0
S32039K,"unspecified fracture of third lumbar vertebra, subsequent encounter for fracture with nonunion",S320,0
S32039S,"unspecified fracture of third lumbar vertebra, sequela",S320,0
S32040A,"wedge compression fracture of fourth lumbar vertebra, initial encounter for closed fracture",S320,0
S32040B,"wedge compression fracture of fourth lumbar vertebra, initial encounter for open fracture",S320,0
S32040D,"wedge compression fracture of fourth lumbar vertebra, subsequent encounter for fracture with routine healing",S320,0
S32040G,"wedge compression fracture of fourth lumbar vertebra, subsequent encounter for fracture with delayed healing",S320,0
S32040K,"wedge compression fracture of fourth lumbar vertebra, subsequent encounter for fracture with nonunion",S320,0
S32040S,"wedge compression fracture of fourth lumbar vertebra, sequela",S320,0
S32041A,"stable burst fracture of fourth lumbar vertebra, initial encounter for closed fracture",S320,0
S32041B,"stable burst fracture of fourth lumbar vertebra, initial encounter for open fracture",S320,0
S32041D,"stable burst fracture of fourth lumbar vertebra, subsequent encounter for fracture with routine healing",S320,0
S32041G,"stable burst fracture of fourth lumbar vertebra, subsequent encounter for fracture with delayed healing",S320,0
S32041K,"stable burst fracture of fourth lumbar vertebra, subsequent encounter for fracture with nonunion",S320,0
S32041S,"stable burst fracture of fourth lumbar vertebra, sequela",S320,0
S32042A,"unstable burst fracture of fourth lumbar vertebra, initial encounter for closed fracture",S320,0
S32042B,"unstable burst fracture of fourth lumbar vertebra, initial encounter for open fracture",S320,0
S32042D,"unstable burst fracture of fourth lumbar vertebra, subsequent encounter for fracture with routine healing",S320,0
S32042G,"unstable burst fracture of fourth lumbar vertebra, subsequent encounter for fracture with delayed healing",S320,0
S32042K,"unstable burst fracture of fourth lumbar vertebra, subsequent encounter for fracture with nonunion",S320,0
S32042S,"unstable burst fracture of fourth lumbar vertebra, sequela",S320,0
S32048A,"other fracture of fourth lumbar vertebra, initial encounter for closed fracture",S320,0
S32048B,"other fracture of fourth lumbar vertebra, initial encounter for open fracture",S320,0
S32048D,"other fracture of fourth lumbar vertebra, subsequent encounter for fracture with routine healing",S320,0
S32048G,"other fracture of fourth lumbar vertebra, subsequent encounter for fracture with delayed healing",S320,0
S32048K,"other fracture of fourth lumbar vertebra, subsequent encounter for fracture with nonunion",S320,0
S32048S,"other fracture of fourth lumbar vertebra, sequela",S320,0
S32049A,"unspecified fracture of fourth lumbar vertebra, initial encounter for closed fracture",S320,0
S32049B,"unspecified fracture of fourth lumbar vertebra, initial encounter for open fracture",S320,0
S32049D,"unspecified fracture of fourth lumbar vertebra, subsequent encounter for fracture with routine healing",S320,0
S32049G,"unspecified fracture of fourth lumbar vertebra, subsequent encounter for fracture with delayed healing",S320,0
S32049K,"unspecified fracture of fourth lumbar vertebra, subsequent encounter for fracture with nonunion",S320,0
S32049S,"unspecified fracture of fourth lumbar vertebra, sequela",S320,0
S32050A,"wedge compression fracture of fifth lumbar vertebra, initial encounter for closed fracture",S320,0
S32050B,"wedge compression fracture of fifth lumbar vertebra, initial encounter for open fracture",S320,0
S32050D,"wedge compression fracture of fifth lumbar vertebra, subsequent encounter for fracture with routine healing",S320,0
S32050G,"wedge compression fracture of fifth lumbar vertebra, subsequent encounter for fracture with delayed healing",S320,0
S32050K,"wedge compression fracture of fifth lumbar vertebra, subsequent encounter for fracture with nonunion",S320,0
S32050S,"wedge compression fracture of fifth lumbar vertebra, sequela",S320,0
S32051A,"stable burst fracture of fifth lumbar vertebra, initial encounter for closed fracture",S320,0
S32051B,"stable burst fracture of fifth lumbar vertebra, initial encounter for open fracture",S320,0
S32051D,"stable burst fracture of fifth lumbar vertebra, subsequent encounter for fracture with routine healing",S320,0
S32051G,"stable burst fracture of fifth lumbar vertebra, subsequent encounter for fracture with delayed healing",S320,0
S32051K,"stable burst fracture of fifth lumbar vertebra, subsequent encounter for fracture with nonunion",S320,0
S32051S,"stable burst fracture of fifth lumbar vertebra, sequela",S320,0
S32052A,"unstable burst fracture of fifth lumbar vertebra, initial encounter for closed fracture",S320,0
S32052B,"unstable burst fracture of fifth lumbar vertebra, initial encounter for open fracture",S320,0
S32052D,"unstable burst fracture of fifth lumbar vertebra, subsequent encounter for fracture with routine healing",S320,0
S32052G,"unstable burst fracture of fifth lumbar vertebra, subsequent encounter for fracture with delayed healing",S320,0
S32052K,"unstable burst fracture of fifth lumbar vertebra, subsequent encounter for fracture with nonunion",S320,0
S32052S,"unstable burst fracture of fifth lumbar vertebra, sequela",S320,0
S32058A,"other fracture of fifth lumbar vertebra, initial encounter for closed fracture",S320,0
S32058B,"other fracture of fifth lumbar vertebra, initial encounter for open fracture",S320,0
S32058D,"other fracture of fifth lumbar vertebra, subsequent encounter for fracture with routine healing",S320,0
S32058G,"other fracture of fifth lumbar vertebra, subsequent encounter for fracture with delayed healing",S320,0
S32058K,"other fracture of fifth lumbar vertebra, subsequent encounter for fracture with nonunion",S320,0
S32058S,"other fracture of fifth lumbar vertebra, sequela",S320,0
S32059A,"unspecified fracture of fifth lumbar vertebra, initial encounter for closed fracture",S320,0
S32059B,"unspecified fracture of fifth lumbar vertebra, initial encounter for open fracture",S320,0
S32059D,"unspecified fracture of fifth lumbar vertebra, subsequent encounter for fracture with routine healing",S320,0
S32059G,"unspecified fracture of fifth lumbar vertebra, subsequent encounter for fracture with delayed healing",S320,0
S32059K,"unspecified fracture of fifth lumbar vertebra, subsequent encounter for fracture with nonunion",S320,0
S32059S,"unspecified fracture of fifth lumbar vertebra, sequela",S320,0
S3210XA,"unspecified fracture of sacrum, initial encounter for closed fracture",S321,0
S3210XB,"unspecified fracture of sacrum, initial encounter for open fracture",S321,0
S3210XD,"unspecified fracture of sacrum, subsequent encounter for fracture with routine healing",S321,0
S3210XG,"unspecified fracture of sacrum, subsequent encounter for fracture with delayed healing",S321,0
S3210XK,"unspecified fracture of sacrum, subsequent encounter for fracture with nonunion",S321,0
S3210XS,"unspecified fracture of sacrum, sequela",S321,0
S32110A,"nondisplaced zone i fracture of sacrum, initial encounter for closed fracture",S321,0
S32110B,"nondisplaced zone i fracture of sacrum, initial encounter for open fracture",S321,0
S32110D,"nondisplaced zone i fracture of sacrum, subsequent encounter for fracture with routine healing",S321,0
S32110G,"nondisplaced zone i fracture of sacrum, subsequent encounter for fracture with delayed healing",S321,0
S32110K,"nondisplaced zone i fracture of sacrum, subsequent encounter for fracture with nonunion",S321,0
S32110S,"nondisplaced zone i fracture of sacrum, sequela",S321,0
S32111A,"minimally displaced zone i fracture of sacrum, initial encounter for closed fracture",S321,0
S32111B,"minimally displaced zone i fracture of sacrum, initial encounter for open fracture",S321,0
S32111D,"minimally displaced zone i fracture of sacrum, subsequent encounter for fracture with routine healing",S321,0
S32111G,"minimally displaced zone i fracture of sacrum, subsequent encounter for fracture with delayed healing",S321,0
S32111K,"minimally displaced zone i fracture of sacrum, subsequent encounter for fracture with nonunion",S321,0
S32111S,"minimally displaced zone i fracture of sacrum, sequela",S321,0
S32112A,"severely displaced zone i fracture of sacrum, initial encounter for closed fracture",S321,0
S32112B,"severely displaced zone i fracture of sacrum, initial encounter for open fracture",S321,0
S32112D,"severely displaced zone i fracture of sacrum, subsequent encounter for fracture with routine healing",S321,0
S32112G,"severely displaced zone i fracture of sacrum, subsequent encounter for fracture with delayed healing",S321,0
S32112K,"severely displaced zone i fracture of sacrum, subsequent encounter for fracture with nonunion",S321,0
S32112S,"severely displaced zone i fracture of sacrum, sequela",S321,0
S32119A,"unspecified zone i fracture of sacrum, initial encounter for closed fracture",S321,0
S32119B,"unspecified zone i fracture of sacrum, initial encounter for open fracture",S321,0
S32119D,"unspecified zone i fracture of sacrum, subsequent encounter for fracture with routine healing",S321,0
S32119G,"unspecified zone i fracture of sacrum, subsequent encounter for fracture with delayed healing",S321,0
S32119K,"unspecified zone i fracture of sacrum, subsequent encounter for fracture with nonunion",S321,0
S32119S,"unspecified zone i fracture of sacrum, sequela",S321,0
S32120A,"nondisplaced zone ii fracture of sacrum, initial encounter for closed fracture",S321,0
S32120B,"nondisplaced zone ii fracture of sacrum, initial encounter for open fracture",S321,0
S32120D,"nondisplaced zone ii fracture of sacrum, subsequent encounter for fracture with routine healing",S321,0
S32120G,"nondisplaced zone ii fracture of sacrum, subsequent encounter for fracture with delayed healing",S321,0
S32120K,"nondisplaced zone ii fracture of sacrum, subsequent encounter for fracture with nonunion",S321,0
S32120S,"nondisplaced zone ii fracture of sacrum, sequela",S321,0
S32121A,"minimally displaced zone ii fracture of sacrum, initial encounter for closed fracture",S321,0
S32121B,"minimally displaced zone ii fracture of sacrum, initial encounter for open fracture",S321,0
S32121D,"minimally displaced zone ii fracture of sacrum, subsequent encounter for fracture with routine healing",S321,0
S32121G,"minimally displaced zone ii fracture of sacrum, subsequent encounter for fracture with delayed healing",S321,0
S32121K,"minimally displaced zone ii fracture of sacrum, subsequent encounter for fracture with nonunion",S321,0
S32121S,"minimally displaced zone ii fracture of sacrum, sequela",S321,0
S32122A,"severely displaced zone ii fracture of sacrum, initial encounter for closed fracture",S321,0
S32122B,"severely displaced zone ii fracture of sacrum, initial encounter for open fracture",S321,0
S32122D,"severely displaced zone ii fracture of sacrum, subsequent encounter for fracture with routine healing",S321,0
S32122G,"severely displaced zone ii fracture of sacrum, subsequent encounter for fracture with delayed healing",S321,0
S32122K,"severely displaced zone ii fracture of sacrum, subsequent encounter for fracture with nonunion",S321,0
S32122S,"severely displaced zone ii fracture of sacrum, sequela",S321,0
S32129A,"unspecified zone ii fracture of sacrum, initial encounter for closed fracture",S321,0
S32129B,"unspecified zone ii fracture of sacrum, initial encounter for open fracture",S321,0
S32129D,"unspecified zone ii fracture of sacrum, subsequent encounter for fracture with routine healing",S321,0
S32129G,"unspecified zone ii fracture of sacrum, subsequent encounter for fracture with delayed healing",S321,0
S32129K,"unspecified zone ii fracture of sacrum, subsequent encounter for fracture with nonunion",S321,0
S32129S,"unspecified zone ii fracture of sacrum, sequela",S321,0
S32130A,"nondisplaced zone iii fracture of sacrum, initial encounter for closed fracture",S321,0
S32130B,"nondisplaced zone iii fracture of sacrum, initial encounter for open fracture",S321,0
S32130D,"nondisplaced zone iii fracture of sacrum, subsequent encounter for fracture with routine healing",S321,0
S32130G,"nondisplaced zone iii fracture of sacrum, subsequent encounter for fracture with delayed healing",S321,0
S32130K,"nondisplaced zone iii fracture of sacrum, subsequent encounter for fracture with nonunion",S321,0
S32130S,"nondisplaced zone iii fracture of sacrum, sequela",S321,0
S32131A,"minimally displaced zone iii fracture of sacrum, initial encounter for closed fracture",S321,0
S32131B,"minimally displaced zone iii fracture of sacrum, initial encounter for open fracture",S321,0
S32131D,"minimally displaced zone iii fracture of sacrum, subsequent encounter for fracture with routine healing",S321,0
S32131G,"minimally displaced zone iii fracture of sacrum, subsequent encounter for fracture with delayed healing",S321,0
S32131K,"minimally displaced zone iii fracture of sacrum, subsequent encounter for fracture with nonunion",S321,0
S32131S,"minimally displaced zone iii fracture of sacrum, sequela",S321,0
S32132A,"severely displaced zone iii fracture of sacrum, initial encounter for closed fracture",S321,0
S32132B,"severely displaced zone iii fracture of sacrum, initial encounter for open fracture",S321,0
S32132D,"severely displaced zone iii fracture of sacrum, subsequent encounter for fracture with routine healing",S321,0
S32132G,"severely displaced zone iii fracture of sacrum, subsequent encounter for fracture with delayed healing",S321,0
S32132K,"severely displaced zone iii fracture of sacrum, subsequent encounter for fracture with nonunion",S321,0
S32132S,"severely displaced zone iii fracture of sacrum, sequela",S321,0
S32139A,"unspecified zone iii fracture of sacrum, initial encounter for closed fracture",S321,0
S32139B,"unspecified zone iii fracture of sacrum, initial encounter for open fracture",S321,0
S32139D,"unspecified zone iii fracture of sacrum, subsequent encounter for fracture with routine healing",S321,0
S32139G,"unspecified zone iii fracture of sacrum, subsequent encounter for fracture with delayed healing",S321,0
S32139K,"unspecified zone iii fracture of sacrum, subsequent encounter for fracture with nonunion",S321,0
S32139S,"unspecified zone iii fracture of sacrum, sequela",S321,0
S3214XA,"type 1 fracture of sacrum, initial encounter for closed fracture",S321,0
S3214XB,"type 1 fracture of sacrum, initial encounter for open fracture",S321,0
S3214XD,"type 1 fracture of sacrum, subsequent encounter for fracture with routine healing",S321,0
S3214XG,"type 1 fracture of sacrum, subsequent encounter for fracture with delayed healing",S321,0
S3214XK,"type 1 fracture of sacrum, subsequent encounter for fracture with nonunion",S321,0
S3214XS,"type 1 fracture of sacrum, sequela",S321,0
S3215XA,"type 2 fracture of sacrum, initial encounter for closed fracture",S321,0
S3215XB,"type 2 fracture of sacrum, initial encounter for open fracture",S321,0
S3215XD,"type 2 fracture of sacrum, subsequent encounter for fracture with routine healing",S321,0
S3215XG,"type 2 fracture of sacrum, subsequent encounter for fracture with delayed healing",S321,0
S3215XK,"type 2 fracture of sacrum, subsequent encounter for fracture with nonunion",S321,0
S3215XS,"type 2 fracture of sacrum, sequela",S321,0
S3216XA,"type 3 fracture of sacrum, initial encounter for closed fracture",S321,0
S3216XB,"type 3 fracture of sacrum, initial encounter for open fracture",S321,0
S3216XD,"type 3 fracture of sacrum, subsequent encounter for fracture with routine healing",S321,0
S3216XG,"type 3 fracture of sacrum, subsequent encounter for fracture with delayed healing",S321,0
S3216XK,"type 3 fracture of sacrum, subsequent encounter for fracture with nonunion",S321,0
S3216XS,"type 3 fracture of sacrum, sequela",S321,0
S3217XA,"type 4 fracture of sacrum, initial encounter for closed fracture",S321,0
S3217XB,"type 4 fracture of sacrum, initial encounter for open fracture",S321,0
S3217XD,"type 4 fracture of sacrum, subsequent encounter for fracture with routine healing",S321,0
S3217XG,"type 4 fracture of sacrum, subsequent encounter for fracture with delayed healing",S321,0
S3217XK,"type 4 fracture of sacrum, subsequent encounter for fracture with nonunion",S321,0
S3217XS,"type 4 fracture of sacrum, sequela",S321,0
S3219XA,"other fracture of sacrum, initial encounter for closed fracture",S321,0
S3219XB,"other fracture of sacrum, initial encounter for open fracture",S321,0
S3219XD,"other fracture of sacrum, subsequent encounter for fracture with routine healing",S321,0
S3219XG,"other fracture of sacrum, subsequent encounter for fracture with delayed healing",S321,0
S3219XK,"other fracture of sacrum, subsequent encounter for fracture with nonunion",S321,0
S3219XS,"other fracture of sacrum, sequela",S321,0
S3401XA,"concussion and edema of lumbar spinal cord, initial encounter",S340,1
S3401XD,"concussion and edema of lumbar spinal cord, subsequent encounter",S340,1
S3401XS,"concussion and edema of lumbar spinal cord, sequela",S340,1
S3402XA,"concussion and edema of sacral spinal cord, initial encounter",S340,1
S3402XD,"concussion and edema of sacral spinal cord, subsequent encounter",S340,1
S3402XS,"concussion and edema of sacral spinal cord, sequela",S340,1
S34101A,"unspecified injury to l1 level of lumbar spinal cord, initial encounter",S341,1
S34101D,"unspecified injury to l1 level of lumbar spinal cord, subsequent encounter",S341,1
S34101S,"unspecified injury to l1 level of lumbar spinal cord, sequela",S341,1
S34102A,"unspecified injury to l2 level of lumbar spinal cord, initial encounter",S341,1
S34102D,"unspecified injury to l2 level of lumbar spinal cord, subsequent encounter",S341,1
S34102S,"unspecified injury to l2 level of lumbar spinal cord, sequela",S341,1
S34103A,"unspecified injury to l3 level of lumbar spinal cord, initial encounter",S341,1
S34103D,"unspecified injury to l3 level of lumbar spinal cord, subsequent encounter",S341,1
S34103S,"unspecified injury to l3 level of lumbar spinal cord, sequela",S341,1
S34104A,"unspecified injury to l4 level of lumbar spinal cord, initial encounter",S341,1
S34104D,"unspecified injury to l4 level of lumbar spinal cord, subsequent encounter",S341,1
S34104S,"unspecified injury to l4 level of lumbar spinal cord, sequela",S341,1
S34105A,"unspecified injury to l5 level of lumbar spinal cord, initial encounter",S341,1
S34105D,"unspecified injury to l5 level of lumbar spinal cord, subsequent encounter",S341,1
S34105S,"unspecified injury to l5 level of lumbar spinal cord, sequela",S341,1
S34109A,"unspecified injury to unspecified level of lumbar spinal cord, initial encounter",S341,1
S34109D,"unspecified injury to unspecified level of lumbar spinal cord, subsequent encounter",S341,1
S34109S,"unspecified injury to unspecified level of lumbar spinal cord, sequela",S341,1
S34111A,"complete lesion of l1 level of lumbar spinal cord, initial encounter",S341,1
S34111D,"complete lesion of l1 level of lumbar spinal cord, subsequent encounter",S341,1
S34111S,"complete lesion of l1 level of lumbar spinal cord, sequela",S341,1
S34112A,"complete lesion of l2 level of lumbar spinal cord, initial encounter",S341,1
S34112D,"complete lesion of l2 level of lumbar spinal cord, subsequent encounter",S341,1
S34112S,"complete lesion of l2 level of lumbar spinal cord, sequela",S341,1
S34113A,"complete lesion of l3 level of lumbar spinal cord, initial encounter",S341,1
S34113D,"complete lesion of l3 level of lumbar spinal cord, subsequent encounter",S341,1
S34113S,"complete lesion of l3 level of lumbar spinal cord, sequela",S341,1
S34114A,"complete lesion of l4 level of lumbar spinal cord, initial encounter",S341,1
S34114D,"complete lesion of l4 level of lumbar spinal cord, subsequent encounter",S341,1
S34114S,"complete lesion of l4 level of lumbar spinal cord, sequela",S341,1
S34115A,"complete lesion of l5 level of lumbar spinal cord, initial encounter",S341,1
S34115D,"complete lesion of l5 level of lumbar spinal cord, subsequent encounter",S341,1
S34115S,"complete lesion of l5 level of lumbar spinal cord, sequela",S341,1
S34119A,"complete lesion of unspecified level of lumbar spinal cord, initial encounter",S341,1
S34119D,"complete lesion of unspecified level of lumbar spinal cord, subsequent encounter",S341,1
S34119S,"complete lesion of unspecified level of lumbar spinal cord, sequela",S341,1
S34121A,"incomplete lesion of l1 level of lumbar spinal cord, initial encounter",S341,1
S34121D,"incomplete lesion of l1 level of lumbar spinal cord, subsequent encounter",S341,1
